USPS,STATE,GEOID,ANSICODE,NAME,NAME1,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
CA,CALIFORNIA,6109,277319,Tuolumne County,Tuolumne,5752133238,138668837,2220.911,53.54,38.021434,-119.964733
CA,CALIFORNIA,6111,277320,Ventura County,Ventura,4767585001,947376202,1840.775,365.784,34.358748,-119.133145
CA,CALIFORNIA,6113,277321,Yolo County,Yolo,2623627933,22888380,1012.988,8.837,38.679609,-121.90275
CA,CALIFORNIA,6115,277322,Yuba County,Yuba,1636887866,31084093,632.006,12.002,39.27013,-121.344259
CO,COLORADO,8001,198116,Adams County,Adams,3021840476,43702199,1166.739,16.874,39.874325,-104.331872
CO,COLORADO,8003,198117,Alamosa County,Alamosa,1871643029,1670455,722.645,0.645,37.568442,-105.788041
CO,COLORADO,8005,198118,Arapahoe County,Arapahoe,2066509954,19798771,797.884,7.644,39.644554,-104.331706
CO,COLORADO,8007,198119,Archuleta County,Archuleta,3496712165,13740247,1350.088,5.305,37.202395,-107.050863
CO,COLORADO,8009,198120,Baca County,Baca,6617400566,6142192,2554.993,2.372,37.30978,-102.543741
CO,COLORADO,8011,198121,Bent County,Bent,3918255148,73141518,1512.847,28.24,37.931891,-103.077584
CO,COLORADO,8013,198122,Boulder County,Boulder,1881325518,36485231,726.384,14.087,40.094966,-105.397702
CO,COLORADO,8014,1945881,Broomfield County,Broomfield,85386685,1502572,32.968,0.58,39.953593,-105.050787
CO,COLORADO,8015,198123,Chaffee County,Chaffee,2624715692,3999975,1013.408,1.544,38.734599,-106.300025
CO,COLORADO,8017,198124,Cheyenne County,Cheyenne,4605713958,8166129,1778.276,3.153,38.835646,-102.601791
CO,COLORADO,8019,198125,Clear Creek County,Clear Creek,1023234059,3274900,395.073,1.264,39.689403,-105.670783
CO,COLORADO,8021,198126,Conejos County,Conejos,3334423895,9235012,1287.428,3.566,37.213406,-106.176447
CO,COLORADO,8023,198127,Costilla County,Costilla,3179452300,8828906,1227.593,3.409,37.277547,-105.42894
CO,COLORADO,8025,198128,Crowley County,Crowley,2039427872,33422981,787.428,12.905,38.30618,-103.772736
CO,COLORADO,8027,198129,Custer County,Custer,1913031975,3364150,738.626,1.299,38.101996,-105.373512
CO,COLORADO,8029,198130,Delta County,Delta,2958090987,16786781,1142.125,6.481,38.861595,-107.864892
CO,COLORADO,8031,198131,Denver County,Denver,396460127,4275563,153.074,1.651,39.76185,-104.881105
CO,COLORADO,8033,198132,Dolores County,Dolores,2763958508,2716141,1067.17,1.049,37.733823,-108.506219
CO,COLORADO,8035,198133,Douglas County,Douglas,2177889328,6795841,840.888,2.624,39.325414,-104.925987
CO,COLORADO,8037,198134,Eagle County,Eagle,4362757046,18967822,1684.47,7.324,39.626992,-106.695169
CO,COLORADO,8039,198136,Elbert County,Elbert,4791700177,442147,1850.086,0.171,39.315157,-104.114076
CO,COLORADO,8041,198135,El Paso County,El Paso,5507386922,7070359,2126.414,2.73,38.827383,-104.527472
CO,COLORADO,8043,198137,Fremont County,Fremont,3972613671,2235542,1533.835,0.863,38.45517,-105.424958
CO,COLORADO,8045,198138,Garfield County,Garfield,7633799008,21704895,2947.426,8.38,39.599352,-107.90978
CO,COLORADO,8047,198139,Gilpin County,Gilpin,388556744,942056,150.023,0.364,39.861156,-105.528878
CO,COLORADO,8049,198140,Grand County,Grand,4782276777,59886083,1846.447,23.122,40.113065,-106.110837
CO,COLORADO,8051,198141,Gunnison County,Gunnison,8389334152,53070998,3239.14,20.491,38.670499,-107.05688
CO,COLORADO,8053,198142,Hinsdale County,Hinsdale,2893614472,15324685,1117.231,5.917,37.811519,-107.383974
CO,COLORADO,8055,198143,Huerfano County,Huerfano,4120756290,5792101,1591.033,2.236,37.687815,-104.959928
CO,COLORADO,8057,198144,Jackson County,Jackson,4179530231,18750017,1613.726,7.239,40.663432,-106.329248
CO,COLORADO,8059,198145,Jefferson County,Jefferson,1979742585,25072423,764.383,9.681,39.579511,-105.245462
CO,COLORADO,8061,198146,Kiowa County,Kiowa,4578603587,47032918,1767.809,18.16,38.387663,-102.756849
CO,COLORADO,8063,198147,Kit Carson County,Kit Carson,5596501950,2251929,2160.822,0.869,39.30534,-102.603023
CO,COLORADO,8065,198149,Lake County,Lake,976215864,18111565,376.919,6.993,39.205341,-106.350079
CO,COLORADO,8067,198148,La Plata County,La Plata,4376255278,25642579,1689.682,9.901,37.287367,-107.839718
CO,COLORADO,8069,198150,Larimer County,Larimer,6722952763,99045889,2595.747,38.242,40.658093,-105.486764
CO,COLORADO,8071,198151,Las Animas County,Las Animas,12361852648,6929970,4772.938,2.676,37.318831,-104.04411
CO,COLORADO,8073,198152,Lincoln County,Lincoln,6676289550,22780358,2577.73,8.796,38.99374,-103.507555
CO,COLORADO,8075,198153,Logan County,Logan,4761949509,16363553,1838.599,6.318,40.728091,-103.090464
CO,COLORADO,8077,198154,Mesa County,Mesa,8621348059,31991710,3328.721,12.352,39.019524,-108.460571
CO,COLORADO,8079,198155,Mineral County,Mineral,2268209075,5222161,875.76,2.016,37.549067,-107.003236
CO,COLORADO,8081,198156,Moffat County,Moffat,12284943822,19803411,4743.244,7.646,40.610864,-108.217154
CO,COLORADO,8083,198157,Montezuma County,Montezuma,5255990019,27208195,2029.349,10.505,37.338025,-108.595786
CO,COLORADO,8085,198158,Montrose County,Montrose,5804023556,4923260,2240.946,1.901,38.407507,-108.266282
CO,COLORADO,8087,198159,Morgan County,Morgan,3316441489,34663098,1280.485,13.383,40.263159,-103.81221
CO,COLORADO,8089,198160,Otero County,Otero,3268424301,20092555,1261.946,7.758,37.88417,-103.72126
CO,COLORADO,8091,198161,Ouray County,Ouray,1400332623,3986292,540.671,1.539,38.154731,-107.78848
CO,COLORADO,8093,198162,Park County,Park,5681165603,43519329,2193.51,16.803,39.118914,-105.717648
CO,COLORADO,8095,198163,Phillips County,Phillips,1781724977,301808,687.928,0.117,40.594712,-102.345105
CO,COLORADO,8097,198164,Pitkin County,Pitkin,2514104906,6472577,970.701,2.499,39.217541,-106.916162
CO,COLORADO,8099,198165,Prowers County,Prowers,4243457243,15317423,1638.408,5.914,37.958181,-102.392161
CO,COLORADO,8101,198166,Pueblo County,Pueblo,6181242833,28941249,2386.591,11.174,38.162765,-104.484668
CO,COLORADO,8103,198167,Rio Blanco County,Rio Blanco,8342275014,4868111,3220.971,1.88,39.972622,-108.200716
CO,COLORADO,8105,198168,Rio Grande County,Rio Grande,2361956083,984295,911.956,0.38,37.485853,-106.453128
CO,COLORADO,8107,198169,Routt County,Routt,6117602804,15831744,2362.02,6.113,40.483664,-106.987702
CO,COLORADO,8109,198170,Saguache County,Saguache,8206547699,4454510,3168.566,1.72,38.031651,-106.234666
CO,COLORADO,8111,198171,San Juan County,San Juan,1003660672,2035929,387.516,0.786,37.781049,-107.670257
CO,COLORADO,8113,198172,San Miguel County,San Miguel,3332602596,5207582,1286.725,2.011,38.009319,-108.427263
CO,COLORADO,8115,198173,Sedgwick County,Sedgwick,1419419015,3530746,548.041,1.363,40.871568,-102.355358
CO,COLORADO,8117,198174,Summit County,Summit,1575563223,28310936,608.328,10.931,39.621023,-106.137555
CO,COLORADO,8119,198175,Teller County,Teller,1442988176,4960197,557.141,1.915,38.869976,-105.187365
CO,COLORADO,8121,198176,Washington County,Washington,6521806795,15207397,2518.084,5.872,39.96579,-103.209744
CO,COLORADO,8123,198177,Weld County,Weld,10320980111,82342514,3984.953,31.793,40.555961,-104.383666
CO,COLORADO,8125,198178,Yuma County,Yuma,6123764032,11134194,2364.399,4.299,40.00077,-102.421649
CT,CONNECTICUT,9110,2830244,Fairfield County,Fairfield,2660771860,48836864,1027.33,18.856,41.81697,-72.575886
CT,CONNECTICUT,9120,2830245,Hartford County,Hartford,363067865,253764138,140.181,97.979,41.184558,-73.209401
CT,CONNECTICUT,9130,2830246,Litchfield County,Litchfield,1098452313,241091041,424.115,93.086,41.420307,-72.493525
CT,CONNECTICUT,9140,2830249,Middlesex County,Middlesex,1069106116,22748115,412.784,8.783,41.518931,-73.087906
CT,CONNECTICUT,9150,2830250,New Haven County,New Haven,1434573470,23995619,553.892,9.265,41.842375,-71.972655
CT,CONNECTICUT,9160,2830251,New London County,New London,2037392863,55597912,786.642,21.466,41.854809,-73.221494
CT,CONNECTICUT,9170,2830252,Tolland County,Tolland,950963144,653739738,367.169,252.41,41.290167,-72.837024
CT,CONNECTICUT,9180,2830253,Windham County,Windham,1549162991,216462800,598.135,83.577,41.484769,-72.101666
CT,CONNECTICUT,9190,2830254,Western Connecticut Planning Region,Western Connecticut Planning,1378176376,300211454,532.117,115.912,41.279055,-73.44655
DE,DELAWARE,10001,217271,Kent County,Kent,1517891101,549776917,586.061,212.27,39.097088,-75.502982
DE,DELAWARE,10003,217270,New Castle County,New Castle,1104206939,175316802,426.337,67.69,39.575915,-75.644132
DE,DELAWARE,10005,217269,Sussex County,Sussex,2424605749,674113743,936.146,260.277,38.673227,-75.337024
DC,DISTRICT OF COLUMBIA,11001,1702382,District of Columbia,District of C,158316184,18709787,61.126,7.224,38.904247,-77.016517
FL,FLORIDA,12001,308548,Alachua County,Alachua,2267910948,241291892,875.645,93.163,29.67574,-82.357221
FL,FLORIDA,12003,306920,Baker County,Baker,1515738971,9686120,585.23,3.74,30.324442,-82.302284
FL,FLORIDA,12005,295738,Bay County,Bay,1964760707,1834028530,758.598,708.122,30.15914,-85.534395
FL,FLORIDA,12007,303634,Bradford County,Bradford,761368539,16898784,293.966,6.525,29.952386,-82.166698
FL,FLORIDA,12009,295749,Brevard County,Brevard,2628767901,1403935673,1014.973,542.063,28.298311,-80.700333
FL,FLORIDA,12011,295753,Broward County,Broward,3115520740,273292462,1202.909,105.519,26.193535,-80.476683
FL,FLORIDA,12013,306919,Calhoun County,Calhoun,1469394597,18070425,567.336,6.977,30.388801,-85.197915
FL,FLORIDA,12015,295742,Charlotte County,Charlotte,1764086777,689242502,681.118,266.118,26.906396,-82.003657
FL,FLORIDA,12017,295752,Citrus County,Citrus,1507169420,981139562,581.921,378.82,28.850292,-82.595552
FL,FLORIDA,12019,295726,Clay County,Clay,1565900891,100869769,604.598,38.946,29.986584,-81.865036
FL,FLORIDA,12021,295754,Collier County,Collier,5171811319,1575210651,1996.848,608.192,26.118786,-81.400955
FL,FLORIDA,12023,306909,Columbia County,Columbia,2065197085,10207202,797.377,3.941,30.221651,-82.623371
FL,FLORIDA,12027,294452,DeSoto County,DeSoto,1649031787,6243548,636.695,2.411,27.190581,-81.806253
FL,FLORIDA,12029,295725,Dixie County,Dixie,1826030991,876346111,705.035,338.359,29.552675,-83.236232
FL,FLORIDA,12031,293656,Duval County,Duval,1975169547,403639669,762.617,155.846,30.335245,-81.648113
FL,FLORIDA,12033,295737,Escambia County,Escambia,1701606706,1213969803,656.994,468.716,30.529998,-87.320322
FL,FLORIDA,12035,308547,Flagler County,Flagler,1259229648,219207666,486.191,84.637,29.474891,-81.286253
FL,FLORIDA,12037,306911,Franklin County,Franklin,1411539850,2270399638,544.999,876.606,29.677794,-84.815213
FL,FLORIDA,12039,306918,Gadsden County,Gadsden,1337405282,31475262,516.375,12.153,30.578687,-84.612607
FL,FLORIDA,12041,303633,Gilchrist County,Gilchrist,905705571,14362143,349.695,5.545,29.723456,-82.795801
FL,FLORIDA,12043,295743,Glades County,Glades,2089659352,467293938,806.822,180.423,26.95481,-81.19082
FL,FLORIDA,12045,306917,Gulf County,Gulf,1433456927,624416742,553.461,241.089,29.859238,-85.272013
FL,FLORIDA,12047,295736,Hamilton County,Hamilton,1332018549,12330813,514.295,4.761,30.498438,-82.951116
FL,FLORIDA,12049,295746,Hardee County,Hardee,1651297014,1472455,637.569,0.569,27.492846,-81.82158
FL,FLORIDA,12051,307626,Hendry County,Hendry,2993896404,86578552,1155.95,33.428,26.539967,-81.152114
FL,FLORIDA,12053,295751,Hernando County,Hernando,1224983072,627920761,472.969,242.442,28.555995,-82.525969
FL,FLORIDA,12055,295756,Highlands County,Highlands,2635726558,230667873,1017.66,89.061,27.34108,-81.342353
FL,FLORIDA,12057,295757,Hillsborough County,Hillsborough,2648267124,790775123,1022.502,305.32,27.893154,-82.379991
FL,FLORIDA,12059,295735,Holmes County,Holmes,1240232910,26393540,478.857,10.191,30.862007,-85.815939
FL,FLORIDA,12061,307624,Indian River County,Indian River,1301540085,295514461,502.527,114.099,27.700528,-80.574789
FL,FLORIDA,12063,295734,Jackson County,Jackson,2378205369,94103479,918.23,36.334,30.789249,-85.208814
FL,FLORIDA,12065,295733,Jefferson County,Jefferson,1549018611,193063920,598.079,74.542,30.396898,-83.921761
FL,FLORIDA,12067,295732,Lafayette County,Lafayette,1407256302,11817999,543.345,4.563,29.990066,-83.17851
FL,FLORIDA,12069,308551,Lake County,Lake,2465151774,530846242,951.8,204.961,28.764113,-81.712282
FL,FLORIDA,12071,295758,Lee County,Lee,2022848995,1900537643,781.026,733.802,26.563273,-81.984182
FL,FLORIDA,12073,306916,Leon County,Leon,1731219895,86414547,668.428,33.365,30.45931,-84.2778
FL,FLORIDA,12075,295724,Levy County,Levy,2896271441,1224284037,1118.257,472.699,29.271854,-82.831233
FL,FLORIDA,12077,308549,Liberty County,Liberty,2164099094,19582444,835.563,7.561,30.259849,-84.86858
FL,FLORIDA,12079,295731,Madison County,Madison,1804001483,49634046,696.529,19.164,30.447233,-83.470416
FL,FLORIDA,12081,295744,Manatee County,Manatee,1923744063,573084393,742.762,221.269,27.475556,-82.393144
FL,FLORIDA,12083,306922,Marion County,Marion,4113994500,192281277,1588.422,74.24,29.202805,-82.0431
FL,FLORIDA,12085,308550,Martin County,Martin,1408493389,542089457,543.822,209.302,27.083604,-80.398201
FL,FLORIDA,12086,295755,Miami-Dade County,Miami-Dade,4920781681,1267531174,1899.925,489.397,25.616009,-80.50375
FL,FLORIDA,12087,295759,Monroe County,Monroe,2546044689,11153864839,983.033,4306.531,25.58612,-81.022603
FL,FLORIDA,12089,295730,Nassau County,Nassau,1680075563,200050173,648.681,77.24,30.605963,-81.765087
FL,FLORIDA,12091,306915,Okaloosa County,Okaloosa,2408331279,820578605,929.862,316.827,30.614325,-86.59108
FL,FLORIDA,12093,295760,Okeechobee County,Okeechobee,1992442653,317924583,769.286,122.751,27.385592,-80.887388
FL,FLORIDA,12095,295750,Orange County,Orange,2338564130,260321773,902.925,100.511,28.514391,-81.323284
FL,FLORIDA,12097,295748,Osceola County,Osceola,3438319511,462144531,1327.543,178.435,28.059027,-81.139312
FL,FLORIDA,12099,295761,Palm Beach County,Palm Beach,5087491660,1084969380,1964.292,418.909,26.649126,-80.448354
FL,FLORIDA,12101,295739,Pasco County,Pasco,1933694374,694082240,746.604,267.987,28.309823,-82.511006
FL,FLORIDA,12103,295745,Pinellas County,Pinellas,709087754,1535985874,273.78,593.047,27.905342,-82.798066
FL,FLORIDA,12105,295747,Polk County,Polk,4657154151,549789492,1798.137,212.275,27.953649,-81.693534
FL,FLORIDA,12107,306910,Putnam County,Putnam,1886428532,255286820,728.354,98.567,29.593896,-81.732039
FL,FLORIDA,12109,308371,St. Johns County,St. Johns,1555652807,572113481,600.641,220.894,29.890487,-81.40004
FL,FLORIDA,12111,308372,St. Lucie County,St. Lucie,1481145193,300766786,571.873,116.127,27.379814,-80.443536
FL,FLORIDA,12113,306914,Santa Rosa County,Santa Rosa,2622106399,543294939,1012.401,209.767,30.675348,-87.018919
FL,FLORIDA,12115,295741,Sarasota County,Sarasota,1440049632,1086618344,556.006,419.546,27.225327,-82.423714
FL,FLORIDA,12117,303665,Seminole County,Seminole,801288980,93135089,309.379,35.96,28.690065,-81.131975
FL,FLORIDA,12119,295740,Sumter County,Sumter,1442988379,58752792,557.141,22.685,28.715275,-82.069876
FL,FLORIDA,12121,295729,Suwannee County,Suwannee,1783430092,9505389,688.586,3.67,30.189244,-82.992754
FL,FLORIDA,12123,295728,Taylor County,Taylor,2702230203,1213570848,1043.337,468.562,29.967146,-83.639573
FL,FLORIDA,12125,306913,Union County,Union,630804542,16049423,243.555,6.197,30.05428,-82.366918
FL,FLORIDA,12127,306921,Volusia County,Volusia,2851876607,858119458,1101.116,331.322,29.057769,-81.161792
FL,FLORIDA,12129,306912,Wakulla County,Wakulla,1570615734,804111188,606.418,310.469,30.091335,-84.359111
FL,FLORIDA,12131,295727,Walton County,Walton,2689179222,961275980,1038.298,371.151,30.571247,-86.162798
FL,FLORIDA,12133,295762,Washington County,Washington,1514305979,81008171,584.677,31.277,30.602102,-85.655805
GA,GEORGIA,13001,349113,Appling County,Appling,1316393192,10358093,508.262,3.999,31.739712,-82.290103
GA,GEORGIA,13003,345784,Atkinson County,Atkinson,887636774,4701677,342.718,1.815,31.296806,-82.878151
GA,GEORGIA,13005,344784,Bacon County,Bacon,735770219,4506310,284.082,1.74,31.55021,-82.451433
GA,GEORGIA,13007,342832,Baker County,Baker,885665381,18598653,341.957,7.181,31.31958,-84.454881
GA,GEORGIA,13009,345255,Baldwin County,Baldwin,670028056,24803189,258.699,9.577,33.05949,-83.255457
GA,GEORGIA,13011,349230,Banks County,Banks,602473937,4635947,232.616,1.79,34.351922,-83.498441
GA,GEORGIA,13013,356976,Barrow County,Barrow,417082926,4909581,161.037,1.896,33.992009,-83.712303
GA,GEORGIA,13015,351604,Bartow County,Bartow,1188568882,27370205,458.909,10.568,34.240917,-84.838188
GA,GEORGIA,13017,351606,Ben Hill County,Ben Hill,647802123,9814374,250.118,3.789,31.740772,-83.147197
GA,GEORGIA,13019,326638,Berrien County,Berrien,1174239570,11671125,453.376,4.506,31.288652,-83.22787
GA,GEORGIA,13021,1672039,Bibb County,Bibb,645898113,14305197,249.383,5.523,32.808845,-83.694194
GA,GEORGIA,13023,347451,Bleckley County,Bleckley,559122126,8425420,215.878,3.253,32.435403,-83.331717
GA,GEORGIA,13025,351605,Brantley County,Brantley,1147972258,10291563,443.235,3.974,31.197334,-81.982978
GA,GEORGIA,13027,345518,Brooks County,Brooks,1277341275,11955761,493.184,4.616,30.822934,-83.581905
GA,GEORGIA,13029,350496,Bryan County,Bryan,1133284235,43751265,437.564,16.892,32.017969,-81.438543
GA,GEORGIA,13031,350302,Bulloch County,Bulloch,1750735216,32827779,675.963,12.675,32.394481,-81.741618
GA,GEORGIA,13033,347944,Burke County,Burke,2142023426,20571289,827.04,7.943,33.060181,-82.000164
GA,GEORGIA,13035,352295,Butts County,Butts,475754793,11269640,183.69,4.351,33.290355,-83.958221
GA,GEORGIA,13037,344074,Calhoun County,Calhoun,726191502,8271470,280.384,3.194,31.521279,-84.62629
GA,GEORGIA,13039,1671316,Camden County,Camden,1632397628,392733634,630.272,151.635,30.913358,-81.642019
GA,GEORGIA,13043,342852,Candler County,Candler,629520841,15018189,243.059,5.799,32.40395,-82.071266
GA,GEORGIA,13045,326650,Carroll County,Carroll,1292752875,12024409,499.135,4.643,33.582237,-85.080527
GA,GEORGIA,13047,353230,Catoosa County,Catoosa,419998925,771159,162.162,0.298,34.900212,-85.139385
GA,GEORGIA,13049,357747,Charlton County,Charlton,2020415648,5963237,780.087,2.302,30.779904,-82.139644
GA,GEORGIA,13051,1694477,Chatham County,Chatham,1121770892,509854701,433.118,196.856,31.980404,-81.085184
GA,GEORGIA,13053,351012,Chattahoochee County,Chattahoochee,644225830,6277089,248.737,2.424,32.347445,-84.788021
GA,GEORGIA,13055,352213,Chattooga County,Chattooga,811512398,570806,313.327,0.22,34.474178,-85.345289
GA,GEORGIA,13057,1685718,Cherokee County,Cherokee,1090597351,34427733,421.082,13.293,34.244317,-84.475057
GA,GEORGIA,13059,1672699,Clarke County,Clarke,308985572,4776726,119.3,1.844,33.952185,-83.367152
GA,GEORGIA,13061,344805,Clay County,Clay,506093894,56546964,195.404,21.833,31.619831,-84.992583
GA,GEORGIA,13063,1672399,Clayton County,Clayton,367145192,6928044,141.756,2.675,33.551603,-84.412868
GA,GEORGIA,13065,351285,Clinch County,Clinch,2110829175,23303279,814.996,8.997,30.917653,-82.702614
GA,GEORGIA,13067,1686112,Cobb County,Cobb,880018859,12407750,339.777,4.791,33.939929,-84.574121
GA,GEORGIA,13069,347456,Coffee County,Coffee,1533913422,26942696,592.247,10.403,31.549245,-82.84494
GA,GEORGIA,13071,343936,Colquitt County,Colquitt,1416807490,24881028,547.032,9.607,31.189707,-83.769773
GA,GEORGIA,13073,348865,Columbia County,Columbia,751598754,45345677,290.194,17.508,33.552075,-82.249608
